id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
388,20d7f25c,Low,Closed,Hardware,Login issue,Login issue — Hardware ticket assigned to David.,5/12/2024,,David,2024-05-12T08:08:00
389,8575096c,High,In Progress,Access,Computer slow,Computer slow; Access; assigned Alice.,6/16/2024,6/20/2024,Alice,2024-06-16T01:32:00
390,b5a308ee,High,Open,Software,VPN problem,High - VPN problem. Assigned: Alice.,1/15/2024,1/21/2024,Alice,2024-01-15T17:06:00
391,377a64f3,Critical,Open,Network,Email not working,Email not working reported; Alice handling; Critical.,5/13/2024,,Alice,2024-05-13T17:33:00
392,281075c3,High,Closed,Hardware,VPN problem,Hardware issue: VPN problem — see ticket 281075c3.,4/14/2024,4/14/2024,Grace,2024-04-14T01:13:00
393,413b2b1d,Critical,Open,Software,Email not working,Software issue: Email not working — see ticket 413b2b1d.,2/14/2024,2/19/2024,David,2024-02-14T04:44:00
394,788e7a55,Critical,Open,Network,Login issue,Critical - Login issue. Assigned: Eve.,5/8/2024,5/16/2024,Eve,2024-05-08T12:40:00
395,86701425,Medium,Closed,Network,Email not working,Email not working; Network; assigned Bob.,8/17/2024,8/18/2024,Bob,2024-08-17T20:42:00
396,4cd798b2,Critical,Closed,Security,Email not working,Email not working (Security) — ticket 4cd798b2.,9/17/2024,9/26/2024,Bob,2024-09-17T01:41:00
397,95e53db0,Low,Open,Network,Computer slow,Network issue: Computer slow — see ticket 95e53db0.,1/21/2024,1/28/2024,Grace,2024-01-21T17:25:00
398,25cf0636,Medium,Closed,Network,VPN problem,VPN problem — Network ticket assigned to Frank.,3/2/2024,3/3/2024,Frank,2024-03-02T05:23:00
399,4e5d470f,High,Open,Network,Login issue,Help David with Login issue (Network).,6/10/2024,6/20/2024,David,2024-06-10T12:20:00
400,7805707e,Low,Open,Access,VPN problem,Low priority: VPN problem (Access).,6/11/2024,6/15/2024,Frank,2024-06-11T21:37:00
401,704a8559,Medium,Resolved,Software,Software install request,Software install request; Software; assigned Eve.,7/10/2024,7/21/2024,Eve,2024-07-10T11:51:00
402,de3c34eb,Low,Open,Hardware,Login issue,Login issue reported; Eve handling; Low.,1/3/2024,,Eve,2024-01-03T12:05:00
403,521eaaca,Low,Open,Security,Software install request,Security - Software install request. Priority: Low.,8/5/2024,8/6/2024,David,2024-08-05T14:03:00
404,84ff8109,Critical,Open,Hardware,VPN problem,Hardware issue: VPN problem — see ticket 84ff8109.,8/14/2024,,Grace,2024-08-14T00:26:00
405,f8c193b1,High,Closed,Hardware,Software install request,High - Software install request. Assigned: Carol.,6/29/2024,7/1/2024,Carol,2024-06-29T06:54:00
406,c343caf8,Medium,In Progress,Network,Software install request,Software install request — Network ticket assigned to Bob.,1/24/2024,2/1/2024,Bob,2024-01-24T12:20:00
407,59378732,Medium,In Progress,Software,Login issue,Login issue — Software ticket assigned to David.,4/29/2024,5/4/2024,David,2024-04-29T16:42:00
408,fa99ce40,Medium,In Progress,Security,Computer slow,Computer slow — Security ticket assigned to Carol.,9/10/2024,,Carol,2024-09-10T05:06:00
409,18c6f78f,Critical,Resolved,Access,Software install request,Frank to resolve Software install request in Access.,4/15/2024,,Frank,2024-04-15T08:26:00
410,8296dbb9,Medium,Closed,Hardware,VPN problem,Help Eve with VPN problem (Hardware).,8/25/2024,,Eve,2024-08-25T06:22:00
411,387ae387,Medium,Resolved,Hardware,Computer slow,Computer slow; Hardware; assigned David.,2/1/2024,,David,2024-02-01T23:47:00
412,9778f59a,High,Resolved,Network,Login issue,Grace to resolve Login issue in Network.,2/9/2024,2/17/2024,Grace,2024-02-09T21:16:00
413,576a761f,Low,Resolved,Security,VPN problem,VPN problem (Security) — ticket 576a761f.,4/14/2024,4/14/2024,Grace,2024-04-14T03:33:00
414,b6f697a6,Medium,Closed,Access,Computer slow,Medium - Computer slow. Assigned: Carol.,4/12/2024,4/22/2024,Carol,2024-04-12T07:46:00
415,7d7cdef4,Low,Closed,Network,Email not working,Email not working — Network ticket assigned to Bob.,10/7/2024,10/12/2024,Bob,2024-10-07T15:14:00
416,4200b7b3,High,Closed,Software,Software install request,Software issue: Software install request — see ticket 4200b7b3.,2/26/2024,2/29/2024,Carol,2024-02-26T18:30:00
417,5da08b47,Critical,In Progress,Network,VPN problem,Critical - VPN problem. Assigned: Bob.,6/17/2024,6/21/2024,Bob,2024-06-17T16:53:00
418,43857baf,Critical,Open,Hardware,Login issue,David to resolve Login issue in Hardware.,3/11/2024,3/20/2024,David,2024-03-11T08:49:00
419,2109245a,Critical,Resolved,Access,VPN problem,Help Alice with VPN problem (Access).,10/5/2024,,Alice,2024-10-05T06:08:00
420,50a7e88e,Critical,Resolved,Access,VPN problem,Critical priority: VPN problem (Access).,6/25/2024,,Frank,2024-06-25T10:45:00
421,a3523218,Critical,In Progress,Software,Software install request,Software install request — Software ticket assigned to David.,5/17/2024,5/23/2024,David,2024-05-17T21:40:00
422,f8175db2,Low,Resolved,Access,Computer slow,Computer slow — Access ticket assigned to Eve.,7/6/2024,7/14/2024,Eve,2024-07-06T09:34:00
423,ed3cafc1,Medium,Closed,Access,VPN problem,Medium - VPN problem. Assigned: Grace.,9/10/2024,9/10/2024,Grace,2024-09-10T09:30:00
424,c383bfec,Critical,Resolved,Network,Computer slow,Alice to resolve Computer slow in Network.,7/9/2024,7/15/2024,Alice,2024-07-09T04:33:00
425,a7f1991b,Medium,Open,Hardware,Computer slow,Computer slow (Hardware) — ticket a7f1991b.,7/22/2024,,Alice,2024-07-22T19:06:00
426,3a91019f,Medium,In Progress,Software,Login issue,Login issue (Software) — ticket 3a91019f.,6/29/2024,7/2/2024,Grace,2024-06-29T11:03:00
427,1a81e1e0,Critical,Open,Hardware,Computer slow,Critical priority: Computer slow (Hardware).,6/2/2024,6/5/2024,Frank,2024-06-02T08:23:00
428,befc8b50,Low,Resolved,Security,VPN problem,VPN problem (Security) — ticket befc8b50.,5/26/2024,6/2/2024,David,2024-05-26T14:28:00
429,ffc8766d,Medium,In Progress,Software,Email not working,Medium priority: Email not working (Software).,10/10/2024,,Grace,2024-10-10T04:41:00
430,599382aa,Critical,In Progress,Network,Computer slow,Help Carol with Computer slow (Network).,10/4/2024,10/7/2024,Carol,2024-10-04T22:39:00
431,99c125e1,Medium,Resolved,Access,Email not working,Medium priority: Email not working (Access).,10/11/2024,10/15/2024,Frank,2024-10-11T02:52:00
432,83daf3ee,High,In Progress,Security,Login issue,Security - Login issue. Priority: High.,2/13/2024,2/20/2024,Carol,2024-02-13T06:22:00
433,79e63d41,Medium,In Progress,Security,Login issue,Login issue (Security) — ticket 79e63d41.,5/21/2024,5/27/2024,Frank,2024-05-21T22:36:00
434,423abf17,Critical,In Progress,Access,Computer slow,Computer slow; Access; assigned David.,8/14/2024,8/16/2024,David,2024-08-14T05:13:00
435,80c7ea40,Critical,In Progress,Network,VPN problem,VPN problem (Network) — ticket 80c7ea40.,1/6/2024,1/15/2024,Eve,2024-01-06T20:53:00
436,04bba998,Low,Resolved,Software,Login issue,Login issue — Software ticket assigned to Alice.,1/28/2024,2/2/2024,Alice,2024-01-28T19:11:00
437,506ee717,Critical,Open,Hardware,Email not working,Critical priority: Email not working (Hardware).,4/10/2024,4/13/2024,Grace,2024-04-10T08:44:00
438,d75d03c2,Low,Resolved,Network,VPN problem,Eve to resolve VPN problem in Network.,9/20/2024,,Eve,2024-09-20T10:30:00
439,6afbe53c,High,Resolved,Access,Software install request,Software install request — Access ticket assigned to Alice.,5/13/2024,,Alice,2024-05-13T15:14:00
440,bf79509f,High,Open,Security,Software install request,High priority: Software install request (Security).,10/22/2024,10/31/2024,Carol,2024-10-22T20:54:00
441,7b640e09,Critical,Resolved,Access,VPN problem,VPN problem reported; Eve handling; Critical.,2/6/2024,2/7/2024,Eve,2024-02-06T08:44:00
442,ed20fa2e,Critical,Closed,Access,Email not working,Email not working; Access; assigned Grace.,10/6/2024,10/12/2024,Grace,2024-10-06T12:15:00
443,ee57f820,Low,In Progress,Security,Login issue,Security issue: Login issue — see ticket ee57f820.,8/25/2024,8/27/2024,Carol,2024-08-25T04:53:00
444,a4aaad15,Critical,Resolved,Security,Email not working,Email not working reported; Carol handling; Critical.,2/2/2024,,Carol,2024-02-02T12:53:00
445,d772b315,High,In Progress,Access,Software install request,High - Software install request. Assigned: Bob.,9/26/2024,9/29/2024,Bob,2024-09-26T17:59:00
446,5f78a014,High,Closed,Security,VPN problem,Help Alice with VPN problem (Security).,4/28/2024,5/7/2024,Alice,2024-04-28T20:52:00
447,03fb9c41,High,Open,Software,Software install request,Software install request — Software ticket assigned to Bob.,6/12/2024,6/22/2024,Bob,2024-06-12T11:45:00
448,a196e023,Critical,Closed,Security,Email not working,Help Alice with Email not working (Security).,2/11/2024,2/12/2024,Alice,2024-02-11T18:10:00
449,2453656d,Critical,Open,Security,VPN problem,VPN problem — Security ticket assigned to David.,5/21/2024,5/24/2024,David,2024-05-21T13:30:00
450,ab947f89,Low,Closed,Hardware,VPN problem,VPN problem (Hardware) — ticket ab947f89.,5/10/2024,5/20/2024,Eve,2024-05-10T01:26:00
451,999ea507,Medium,In Progress,Access,VPN problem,Medium priority: VPN problem (Access).,9/12/2024,9/14/2024,Grace,2024-09-12T00:59:00
452,b30c0826,Medium,In Progress,Network,VPN problem,VPN problem; Network; assigned Alice.,2/26/2024,3/8/2024,Alice,2024-02-26T11:34:00
453,72d7d378,High,Resolved,Network,VPN problem,VPN problem (Network) — ticket 72d7d378.,8/11/2024,8/15/2024,David,2024-08-11T00:21:00
454,7fba8e50,Critical,In Progress,Security,Computer slow,Eve to resolve Computer slow in Security.,10/22/2024,10/27/2024,Eve,2024-10-22T17:48:00
455,92dead4d,Critical,Closed,Network,Email not working,Help Carol with Email not working (Network).,5/15/2024,5/19/2024,Carol,2024-05-15T15:37:00
456,67bff3ff,Critical,Closed,Access,Login issue,Help Bob with Login issue (Access).,7/23/2024,7/27/2024,Bob,2024-07-23T10:38:00
457,cb939d39,Critical,Closed,Hardware,Email not working,Email not working — Hardware ticket assigned to Bob.,5/14/2024,5/20/2024,Bob,2024-05-14T21:17:00
458,33ca7e50,Medium,Resolved,Access,Software install request,Access - Software install request. Priority: Medium.,8/14/2024,8/14/2024,Frank,2024-08-14T14:58:00
459,891597fb,Medium,Open,Network,VPN problem,VPN problem reported; David handling; Medium.,1/29/2024,2/7/2024,David,2024-01-29T22:18:00
460,994fc923,Medium,Open,Access,Login issue,Medium priority: Login issue (Access).,3/11/2024,3/14/2024,Eve,2024-03-11T16:56:00
461,fa804d05,Critical,Closed,Security,Email not working,Critical priority: Email not working (Security).,2/22/2024,2/26/2024,Carol,2024-02-22T02:50:00
462,1dd7f611,Low,Open,Hardware,VPN problem,Hardware issue: VPN problem — see ticket 1dd7f611.,5/6/2024,5/11/2024,Alice,2024-05-06T06:24:00
463,ce178aa6,Medium,Resolved,Software,Computer slow,Carol to resolve Computer slow in Software.,8/14/2024,8/17/2024,Carol,2024-08-14T04:16:00
464,7e0d5295,Critical,Resolved,Access,VPN problem,VPN problem reported; Alice handling; Critical.,7/17/2024,7/28/2024,Alice,2024-07-17T12:25:00
465,b0706d59,Low,Resolved,Access,Software install request,Software install request; Access; assigned David.,8/11/2024,8/13/2024,David,2024-08-11T06:58:00
466,2f2ee72c,Medium,Resolved,Access,Software install request,Software install request — Access ticket assigned to Alice.,2/3/2024,2/3/2024,Alice,2024-02-03T02:39:00
467,9eabea39,High,Closed,Network,Computer slow,Computer slow — Network ticket assigned to Carol.,1/15/2024,1/23/2024,Carol,2024-01-15T02:49:00
468,8ea4146f,High,Open,Hardware,Software install request,High - Software install request. Assigned: Carol.,5/5/2024,5/8/2024,Carol,2024-05-05T22:40:00
469,92a3ae58,Medium,Closed,Hardware,Login issue,Login issue (Hardware) — ticket 92a3ae58.,9/17/2024,9/18/2024,David,2024-09-17T08:51:00
470,d51d6ee7,Critical,Resolved,Software,Email not working,Email not working reported; Eve handling; Critical.,3/16/2024,,Eve,2024-03-16T18:56:00
471,ccd76447,Medium,Open,Network,Login issue,Login issue (Network) — ticket ccd76447.,5/17/2024,5/26/2024,Bob,2024-05-17T15:57:00
472,ebb2bd83,Critical,Open,Network,Computer slow,Critical - Computer slow. Assigned: Eve.,2/9/2024,,Eve,2024-02-09T08:15:00
473,0766cb77,High,In Progress,Software,Software install request,Help Bob with Software install request (Software).,7/13/2024,7/19/2024,Bob,2024-07-13T21:53:00
474,0343c793,Low,Resolved,Network,Email not working,Email not working; Network; assigned Alice.,6/27/2024,6/28/2024,Alice,2024-06-27T08:00:00
475,512862fa,Critical,Closed,Access,VPN problem,VPN problem; Access; assigned David.,8/19/2024,8/20/2024,David,2024-08-19T07:34:00
476,30f409e3,Medium,Closed,Software,Email not working,Email not working; Software; assigned Bob.,6/16/2024,6/24/2024,Bob,2024-06-16T03:33:00
477,fc0aaadf,High,Resolved,Security,Computer slow,Security issue: Computer slow — see ticket fc0aaadf.,4/8/2024,4/9/2024,Frank,2024-04-08T15:18:00
478,3f477f9f,Critical,Resolved,Network,Login issue,Critical priority: Login issue (Network).,3/22/2024,3/31/2024,Bob,2024-03-22T06:28:00
479,6291e440,Low,Closed,Security,VPN problem,VPN problem reported; Eve handling; Low.,8/18/2024,8/24/2024,Eve,2024-08-18T17:41:00
480,82d911c9,High,Open,Software,Software install request,Frank to resolve Software install request in Software.,1/28/2024,2/2/2024,Frank,2024-01-28T12:15:00
481,08260f0a,Medium,Open,Security,Login issue,Carol to resolve Login issue in Security.,6/1/2024,6/11/2024,Carol,2024-06-01T13:13:00
482,69c9ae20,Medium,In Progress,Hardware,Computer slow,David to resolve Computer slow in Hardware.,4/7/2024,4/12/2024,David,2024-04-07T23:59:00
483,6913b4d9,Medium,Open,Access,Login issue,Access - Login issue. Priority: Medium.,3/5/2024,,Carol,2024-03-05T10:20:00
484,aad959a1,Medium,Resolved,Network,Login issue,Help Eve with Login issue (Network).,5/25/2024,,Eve,2024-05-25T03:52:00
485,4afcb6be,Low,In Progress,Access,VPN problem,VPN problem reported; Carol handling; Low.,2/17/2024,2/20/2024,Carol,2024-02-17T08:42:00
486,45dcbea3,Medium,Resolved,Security,Software install request,Help Carol with Software install request (Security).,2/25/2024,3/6/2024,Carol,2024-02-25T07:32:00
487,1dccd614,Critical,Closed,Network,Software install request,Software install request (Network) — ticket 1dccd614.,1/28/2024,1/31/2024,Carol,2024-01-28T23:17:00
488,3a2f0be5,High,In Progress,Software,Login issue,Carol to resolve Login issue in Software.,7/16/2024,7/17/2024,Carol,2024-07-16T07:29:00
489,f509ccfe,High,In Progress,Network,Software install request,Network - Software install request. Priority: High.,10/5/2024,10/11/2024,Frank,2024-10-05T08:38:00
490,0fa5fb0a,Medium,Closed,Security,VPN problem,VPN problem (Security) — ticket 0fa5fb0a.,9/14/2024,9/16/2024,Grace,2024-09-14T14:14:00
491,fae804b8,Medium,Open,Security,VPN problem,Help Alice with VPN problem (Security).,10/26/2024,10/28/2024,Alice,2024-10-26T01:29:00
492,9220797e,Critical,In Progress,Software,Computer slow,Bob to resolve Computer slow in Software.,4/6/2024,4/7/2024,Bob,2024-04-06T20:20:00
493,6264faac,Medium,In Progress,Software,Email not working,Medium - Email not working. Assigned: David.,4/6/2024,4/17/2024,David,2024-04-06T08:41:00
494,dfa33b05,High,In Progress,Network,Software install request,David to resolve Software install request in Network.,1/12/2024,1/23/2024,David,2024-01-12T12:45:00
495,bf401b40,High,Resolved,Network,Email not working,Eve to resolve Email not working in Network.,5/6/2024,,Eve,2024-05-06T07:29:00
496,21186d72,Critical,Resolved,Security,Email not working,Security - Email not working. Priority: Critical.,10/22/2024,10/28/2024,Bob,2024-10-22T19:58:00
497,81531ab0,Medium,In Progress,Software,Email not working,Medium - Email not working. Assigned: David.,9/14/2024,9/16/2024,David,2024-09-14T12:09:00
498,47d33a63,Critical,In Progress,Network,Email not working,Email not working; Network; assigned David.,3/19/2024,,David,2024-03-19T05:11:00
499,5da80ab6,Low,Resolved,Software,VPN problem,Software - VPN problem. Priority: Low.,3/26/2024,4/2/2024,Frank,2024-03-26T20:59:00
500,f2309667,High,In Progress,Software,Login issue,High - Login issue. Assigned: Grace.,2/13/2024,2/17/2024,Grace,2024-02-13T19:41:00
501,d404c3d1,High,Resolved,Hardware,Computer slow,Carol to resolve Computer slow in Hardware.,2/22/2024,2/25/2024,Carol,2024-02-22T05:16:00
502,291fd078,Critical,Resolved,Software,Login issue,Critical priority: Login issue (Software).,2/21/2024,2/29/2024,David,2024-02-21T18:49:00
503,9e3eaa0c,High,Closed,Hardware,Email not working,Hardware - Email not working. Priority: High.,6/13/2024,,Alice,2024-06-13T01:07:00
504,366be9f3,Critical,Open,Hardware,Login issue,Login issue — Hardware ticket assigned to David.,7/2/2024,7/10/2024,David,2024-07-02T21:33:00
505,0dabf383,Medium,In Progress,Software,Computer slow,Computer slow — Software ticket assigned to David.,4/27/2024,5/4/2024,David,2024-04-27T18:56:00
506,489298b8,Low,Open,Security,VPN problem,Low priority: VPN problem (Security).,7/14/2024,7/19/2024,Alice,2024-07-14T20:53:00
507,f361f76f,Critical,Open,Hardware,Login issue,Hardware issue: Login issue — see ticket f361f76f.,1/29/2024,2/4/2024,Carol,2024-01-29T11:46:00
508,0600a832,High,In Progress,Network,Email not working,Email not working (Network) — ticket 0600a832.,1/27/2024,1/28/2024,Bob,2024-01-27T08:03:00
509,04d25ff4,Medium,Closed,Access,VPN problem,VPN problem — Access ticket assigned to Bob.,6/2/2024,6/10/2024,Bob,2024-06-02T04:38:00
510,2cdfa641,High,Closed,Software,Software install request,Software install request reported; Carol handling; High.,4/8/2024,4/18/2024,Carol,2024-04-08T00:53:00
511,e8f7f505,Low,Open,Access,Login issue,Low priority: Login issue (Access).,4/30/2024,,Grace,2024-04-30T20:21:00
512,404c36b2,Low,Closed,Hardware,Computer slow,Bob to resolve Computer slow in Hardware.,2/18/2024,,Bob,2024-02-18T02:06:00
513,d8a4d9ef,High,Resolved,Network,Email not working,Email not working (Network) — ticket d8a4d9ef.,9/22/2024,,Bob,2024-09-22T00:37:00
514,5c75cfcb,High,Resolved,Access,VPN problem,Frank to resolve VPN problem in Access.,3/12/2024,3/18/2024,Frank,2024-03-12T21:35:00
515,ad695658,Critical,Resolved,Security,VPN problem,VPN problem — Security ticket assigned to Carol.,8/1/2024,8/7/2024,Carol,2024-08-01T02:04:00
516,695011ac,Critical,In Progress,Network,Software install request,Alice to resolve Software install request in Network.,10/10/2024,10/20/2024,Alice,2024-10-10T14:54:00
517,a7019ca2,Critical,In Progress,Hardware,VPN problem,VPN problem; Hardware; assigned Alice.,5/10/2024,,Alice,2024-05-10T15:28:00
518,003420a1,Low,Open,Network,Computer slow,Network - Computer slow. Priority: Low.,4/9/2024,4/14/2024,David,2024-04-09T02:12:00
519,b8e76aee,Low,Resolved,Hardware,Login issue,Hardware - Login issue. Priority: Low.,2/21/2024,2/27/2024,Alice,2024-02-21T13:09:00
520,282ac147,Medium,Resolved,Access,VPN problem,Medium - VPN problem. Assigned: David.,7/9/2024,,David,2024-07-09T12:11:00
521,055c4ff0,High,In Progress,Security,VPN problem,VPN problem reported; Carol handling; High.,8/4/2024,8/10/2024,Carol,2024-08-04T15:55:00
522,4d1a614c,Critical,In Progress,Access,Software install request,Critical priority: Software install request (Access).,9/21/2024,9/27/2024,Bob,2024-09-21T11:57:00
523,9c3c9d4b,High,Resolved,Access,Login issue,Login issue; Access; assigned Bob.,9/9/2024,9/10/2024,Bob,2024-09-09T07:52:00
524,0aeb49b2,Critical,Resolved,Access,Computer slow,Computer slow; Access; assigned David.,9/10/2024,9/17/2024,David,2024-09-10T13:36:00
525,c241e871,High,Closed,Security,VPN problem,VPN problem; Security; assigned Bob.,8/9/2024,8/17/2024,Bob,2024-08-09T06:43:00
526,78c30f02,High,In Progress,Software,VPN problem,Frank to resolve VPN problem in Software.,10/2/2024,10/13/2024,Frank,2024-10-02T13:33:00
527,1a06622e,Medium,In Progress,Network,Login issue,Medium priority: Login issue (Network).,8/21/2024,8/27/2024,Frank,2024-08-21T11:17:00
528,49f580fb,Low,In Progress,Security,Email not working,Help Carol with Email not working (Security).,10/22/2024,10/24/2024,Carol,2024-10-22T13:39:00
529,cb248180,Medium,In Progress,Network,VPN problem,Medium priority: VPN problem (Network).,4/3/2024,4/8/2024,Bob,2024-04-03T05:11:00
530,90abb46b,Critical,Closed,Security,Login issue,Login issue reported; David handling; Critical.,2/27/2024,3/7/2024,David,2024-02-27T00:18:00
531,31872f46,Low,In Progress,Software,Login issue,Login issue (Software) — ticket 31872f46.,8/4/2024,8/6/2024,Bob,2024-08-04T07:38:00
532,db6ee129,Medium,In Progress,Security,VPN problem,Medium - VPN problem. Assigned: Eve.,1/17/2024,1/17/2024,Eve,2024-01-17T18:54:00
533,274919bc,High,Open,Network,Computer slow,Help Eve with Computer slow (Network).,3/24/2024,4/3/2024,Eve,2024-03-24T11:39:00
534,dd60a27d,Critical,Resolved,Access,Email not working,Access - Email not working. Priority: Critical.,2/10/2024,2/12/2024,Carol,2024-02-10T00:18:00
535,9ee9258e,Critical,In Progress,Network,Software install request,Critical - Software install request. Assigned: David.,4/14/2024,,David,2024-04-14T00:21:00
536,df9d9fd8,High,In Progress,Access,Software install request,Software install request — Access ticket assigned to Frank.,5/8/2024,,Frank,2024-05-08T05:57:00
537,de8fc411,Medium,Open,Network,Software install request,Medium priority: Software install request (Network).,4/29/2024,,Grace,2024-04-29T17:09:00
538,ae2d80a5,High,In Progress,Access,Software install request,Access issue: Software install request — see ticket ae2d80a5.,9/8/2024,,David,2024-09-08T14:13:00
539,17b53fab,Medium,In Progress,Software,Computer slow,Medium priority: Computer slow (Software).,3/27/2024,,Alice,2024-03-27T21:04:00
540,6da5ab2e,Low,In Progress,Access,VPN problem,VPN problem — Access ticket assigned to Grace.,7/24/2024,7/27/2024,Grace,2024-07-24T17:42:00
541,98ae0118,Critical,Open,Security,Login issue,Help Bob with Login issue (Security).,9/7/2024,9/13/2024,Bob,2024-09-07T18:12:00
542,bd1bc0c6,Medium,Closed,Network,VPN problem,VPN problem reported; Alice handling; Medium.,5/12/2024,5/17/2024,Alice,2024-05-12T18:34:00
543,7e943a5e,Critical,Closed,Network,Software install request,Network - Software install request. Priority: Critical.,2/5/2024,2/14/2024,Alice,2024-02-05T03:06:00
544,792918a5,Critical,Closed,Software,Login issue,Login issue; Software; assigned Grace.,6/24/2024,6/26/2024,Grace,2024-06-24T13:37:00
545,564347,Critical,Resolved,Access,Email not working,Email not working — Access ticket assigned to David.,5/15/2024,5/20/2024,David,2024-05-15T11:07:00
546,566b5bff,Low,Resolved,Software,Software install request,Software install request (Software) — ticket 566b5bff.,4/30/2024,5/10/2024,Eve,2024-04-30T11:22:00
547,7afab6f0,Medium,Open,Network,Email not working,Eve to resolve Email not working in Network.,4/25/2024,4/26/2024,Eve,2024-04-25T23:17:00
548,e7ef8a1b,Medium,Resolved,Security,Email not working,Email not working reported; Grace handling; Medium.,8/5/2024,,Grace,2024-08-05T05:20:00
549,7d2949de,Critical,Closed,Hardware,Computer slow,Help Frank with Computer slow (Hardware).,8/25/2024,9/2/2024,Frank,2024-08-25T11:46:00
550,26b5b4b7,Medium,Resolved,Access,Software install request,Access - Software install request. Priority: Medium.,10/13/2024,,Alice,2024-10-13T10:11:00
551,96ec023e,High,Closed,Hardware,Email not working,Hardware issue: Email not working — see ticket 96ec023e.,10/16/2024,10/21/2024,Alice,2024-10-16T09:02:00
552,1e05df31,Low,Closed,Hardware,Computer slow,Computer slow — Hardware ticket assigned to Frank.,8/24/2024,,Frank,2024-08-24T04:27:00
553,a078af62,Critical,In Progress,Hardware,Email not working,Hardware - Email not working. Priority: Critical.,4/7/2024,4/18/2024,Eve,2024-04-07T22:49:00
554,b63658df,Medium,Open,Network,Software install request,Software install request (Network) — ticket b63658df.,2/8/2024,2/13/2024,David,2024-02-08T12:35:00
555,b85908ed,High,Open,Network,Computer slow,Computer slow reported; Alice handling; High.,5/28/2024,6/8/2024,Alice,2024-05-28T17:03:00
556,56d51324,Critical,In Progress,Hardware,Email not working,Email not working; Hardware; assigned Alice.,7/13/2024,7/17/2024,Alice,2024-07-13T14:23:00
557,ca14cfc9,High,Resolved,Access,Login issue,Login issue (Access) — ticket ca14cfc9.,10/18/2024,10/22/2024,Bob,2024-10-18T19:30:00
558,94acaecb,Medium,Open,Software,Email not working,Software issue: Email not working — see ticket 94acaecb.,3/25/2024,,Alice,2024-03-25T08:42:00
559,e2425411,Medium,Closed,Security,Login issue,Medium - Login issue. Assigned: David.,1/21/2024,1/24/2024,David,2024-01-21T21:16:00
560,24c8b371,Medium,Closed,Network,VPN problem,VPN problem; Network; assigned Bob.,6/13/2024,,Bob,2024-06-13T13:18:00
561,5543557,Low,In Progress,Hardware,Email not working,Email not working — Hardware ticket assigned to Frank.,4/24/2024,4/24/2024,Frank,2024-04-24T21:00:00
562,96aaa332,Low,In Progress,Hardware,Email not working,Help Frank with Email not working (Hardware).,7/22/2024,,Frank,2024-07-22T21:32:00
563,71d49fd3,Medium,In Progress,Software,Software install request,Software install request; Software; assigned Bob.,4/1/2024,4/4/2024,Bob,2024-04-01T01:16:00
564,2134367c,High,Resolved,Hardware,Login issue,High priority: Login issue (Hardware).,3/15/2024,3/18/2024,David,2024-03-15T06:40:00
565,a3eadc93,Critical,Open,Hardware,VPN problem,Hardware - VPN problem. Priority: Critical.,9/11/2024,9/12/2024,Grace,2024-09-11T15:46:00
566,94462dfd,Low,Open,Security,Computer slow,Security - Computer slow. Priority: Low.,2/14/2024,2/24/2024,Eve,2024-02-14T04:11:00
567,d2cd0421,Low,In Progress,Software,Login issue,Software issue: Login issue — see ticket d2cd0421.,6/7/2024,6/11/2024,Carol,2024-06-07T09:56:00
568,949c3614,Low,Open,Software,Login issue,Software issue: Login issue — see ticket 949c3614.,9/1/2024,9/10/2024,Eve,2024-09-01T14:28:00
569,3ff52026,Low,Open,Network,VPN problem,Network issue: VPN problem — see ticket 3ff52026.,4/5/2024,4/9/2024,Alice,2024-04-05T16:07:00
570,5925ec02,Critical,Open,Security,VPN problem,VPN problem (Security) — ticket 5925ec02.,8/6/2024,8/7/2024,Eve,2024-08-06T22:46:00
571,5df0b37c,Medium,Open,Security,Email not working,Security - Email not working. Priority: Medium.,4/4/2024,4/6/2024,Grace,2024-04-04T06:38:00
572,8e6082c4,High,In Progress,Hardware,Computer slow,Computer slow reported; Grace handling; High.,8/22/2024,,Grace,2024-08-22T10:48:00
573,4c6d154b,Medium,In Progress,Hardware,Email not working,Medium - Email not working. Assigned: Alice.,6/13/2024,,Alice,2024-06-13T08:52:00
574,3ef7e404,Low,Open,Hardware,Login issue,Hardware - Login issue. Priority: Low.,6/29/2024,7/4/2024,Carol,2024-06-29T19:56:00
575,0289f8c6,High,Open,Hardware,Computer slow,Help Carol with Computer slow (Hardware).,3/22/2024,3/27/2024,Carol,2024-03-22T04:55:00
576,66000109,High,Open,Software,Login issue,Login issue reported; Eve handling; High.,7/1/2024,7/4/2024,Eve,2024-07-01T20:08:00
577,7035c7db,Medium,Resolved,Access,Software install request,Alice to resolve Software install request in Access.,10/26/2024,11/3/2024,Alice,2024-10-26T11:11:00
578,cf094fa0,Medium,In Progress,Software,VPN problem,Software issue: VPN problem — see ticket cf094fa0.,6/18/2024,,Eve,2024-06-18T18:12:00
579,17808996,Low,Open,Security,Login issue,Login issue reported; Grace handling; Low.,5/12/2024,5/22/2024,Grace,2024-05-12T17:15:00
580,fa33ab76,Medium,Open,Security,Computer slow,Medium - Computer slow. Assigned: Alice.,9/13/2024,9/16/2024,Alice,2024-09-13T06:02:00
